,product_title,product_main_image_url,app_sale_price,product_detail_url,product_id,evaluate_rate,original_price,manufacturer,prod_overview,price_range,RAM,ROM,total_des
71,"Samsung Galaxy M32 5G (Slate Black, 6GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/71QT7dSK4BL._AC_UY218_.jpg,16999,https://www.amazon.in/dp/B09CGLRLYM,B09CGLRLYM,3.9/5,"₹23,999",Samsung,"MediaTek | Dimensity 720 Octa Core 2GHz Processor with the widest 12 band support for a True 5G experience16.55 centimeters (6.5-inch) TFT - Infinity V-cut display, HD+ resolution, 720 X 1600 pixels protected by Gorilla Glass 5Versatile Quad camera setup-48MP (F 1.8) main camera + 8MP (F2.2) Ultra wide camera+ 5MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 13MP (F2.2) front cameraMonster 5000 mAh Battery | Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + Hybrid (SIM or MicroSD)Latest Android v11.0, One UI 3.1 operating system, available right out of the box",10k-20k,6.0,128,"3.9/5 10k-20k Samsung MediaTek | Dimensity 720 Octa Core 2GHz Processor with the widest 12 band support for a True 5G experience16.55 centimeters (6.5-inch) TFT - Infinity V-cut display, HD+ resolution, 720 X 1600 pixels protected by Gorilla Glass 5Versatile Quad camera setup-48MP (F 1.8) main camera + 8MP (F2.2) Ultra wide camera+ 5MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 13MP (F2.2) front cameraMonster 5000 mAh Battery | Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + Hybrid (SIM or MicroSD)Latest Android v11.0, One UI 3.1 operating system, available right out of the box"
72,"OPPO A31 (Fantasy White, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/61CnyJ-IbML._AC_UY218_.jpg,11490,https://www.amazon.in/dp/B08444XVNP,B08444XVNP,4.2/5,"₹12,990",OPPO,"12+2+2MP triple rear camera (12MP main camera+2MP macro lens+2MP depth camera) with Portrait bokeh, macro lens and dazzle color mode.| 8MP front camera with AI beautification16.5 centimeters (6.5-inch) waterdrop multi touch screen with an 89% screen to body ratio, 1600 x 720 pixels resolution, 269 ppi pixel densityMemory, Storage & SIM: 4GB RAM, 64GB internal memory expandable up to 256GB, Dual SIM (nano+nano) dual-standby (4G+4G)ColorOS 6.1 operating system based on Android Pie v9.0 with 2.3GHz Mediatek P35 Octa-core processor, IMG GE8320 GPU4230 mAH lithium-polymer battery providing talk-time of 45 hours and standby time of 450 hours1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase. The box does not include earphones",10k-20k,4.0,64,"4.2/5 10k-20k OPPO 12+2+2MP triple rear camera (12MP main camera+2MP macro lens+2MP depth camera) with Portrait bokeh, macro lens and dazzle color mode.| 8MP front camera with AI beautification16.5 centimeters (6.5-inch) waterdrop multi touch screen with an 89% screen to body ratio, 1600 x 720 pixels resolution, 269 ppi pixel densityMemory, Storage & SIM: 4GB RAM, 64GB internal memory expandable up to 256GB, Dual SIM (nano+nano) dual-standby (4G+4G)ColorOS 6.1 operating system based on Android Pie v9.0 with 2.3GHz Mediatek P35 Octa-core processor, IMG GE8320 GPU4230 mAH lithium-polymer battery providing talk-time of 45 hours and standby time of 450 hours1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase. The box does not include earphones"
73,"Vivo Y20T (Obsidiant Black, 6GB RAM, 64GB Storage) No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/51M1eubx9-L._AC_UY218_.jpg,15489,https://www.amazon.in/dp/B09J2JFY58,B09J2JFY58,,"₹19,490",Vivo,"13MP+2MP+2MP Rear Camera | 8MP Selfie Camera16.55cm (6.51"") HD+ Display and 1600 x 720 pixels resolution.Memory & SIM: 6GB RAM | 64GB internal memory | Dual SIM (nano+nano) dual-standby (4G).Funtouch OS 11.1 (based on Android 11) operating system with Qualcomm Snapdragon 662 processor.18W flash charging with 5000mAh battery (Type-C).",10k-20k,6.0,64," 10k-20k Vivo 13MP+2MP+2MP Rear Camera | 8MP Selfie Camera16.55cm (6.51"") HD+ Display and 1600 x 720 pixels resolution.Memory & SIM: 6GB RAM | 64GB internal memory | Dual SIM (nano+nano) dual-standby (4G).Funtouch OS 11.1 (based on Android 11) operating system with Qualcomm Snapdragon 662 processor.18W flash charging with 5000mAh battery (Type-C)."
74,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/51xFckqp4yL._AC_UY218_.jpg,17990,https://www.amazon.in/dp/B08ZJR6BMV,B08ZJR6BMV,4.4/5,"₹21,990",Vivo,"50MP+2MP+2MP Rear Camera | 16MP Selfie Camera16.71cm (6.58"") FHD+ Display with 2408 x 1080 pixels resolution.Memory & SIM: 8GB RAM (+4GB Extended Ram) | 128GB internal memory | Dual SIM (nano+nano) dual-standby (4G).Funtouch OS 11.1 operating system based on Android 11 with Mediatek Helio G80 Octa core processor.18W fast charging with 5000mAh battery (Type-C).",10k-20k,8.0,128,"4.4/5 10k-20k Vivo 50MP+2MP+2MP Rear Camera | 16MP Selfie Camera16.71cm (6.58"") FHD+ Display with 2408 x 1080 pixels resolution.Memory & SIM: 8GB RAM (+4GB Extended Ram) | 128GB internal memory | Dual SIM (nano+nano) dual-standby (4G).Funtouch OS 11.1 operating system based on Android 11 with Mediatek Helio G80 Octa core processor.18W fast charging with 5000mAh battery (Type-C)."
75,"realme narzo 30 (Racing Blue, 6GB RAM, 128GB Storage) - MediaTek Helio G95 processor I Full HD+ display with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/719tm7l723L._AC_UY218_.jpg,,https://www.amazon.in/dp/B099SJHHQL,B099SJHHQL,4.1/5,,realme,6 GB RAM 128 GB ROM Expandable Upto 256 GB16.51 cm 6.5 inch Full HD+ Display48MP + 2MP + 2MP 16MP Front Camera5000 mAh BatteryMediaTek Helio G95 ProcessorConnector type: USB Type C,,6.0,128,4.1/5  realme 6 GB RAM 128 GB ROM Expandable Upto 256 GB16.51 cm 6.5 inch Full HD+ Display48MP + 2MP + 2MP 16MP Front Camera5000 mAh BatteryMediaTek Helio G95 ProcessorConnector type: USB Type C
76,"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage)",https://m.media-amazon.com/images/I/911TJ1CDbLL._AC_UY218_.jpg,8499,https://www.amazon.in/dp/B09GFPVD9Y,B09GFPVD9Y,4.2/5,"₹9,499",Redmi,"Processor: Octa-core Helio G35 and upto 2.3GHz clock speedCamera: 13+2 MP Dual Rear camera with AI portrait| 5 MP front cameraDisplay: 16.58 centimeters (6.53-inch) HD+ display with 720x1600 pixels and 20:9 aspect ratioBattery: 5000 mAH large battery with 10W wired charger in-boxMemory, Storage & SIM: 4GB RAM | 64GB storage | Dual SIM (nano+nano) + Dedicated SD card slot",1k-10k,4.0,64,"4.2/5 1k-10k Redmi Processor: Octa-core Helio G35 and upto 2.3GHz clock speedCamera: 13+2 MP Dual Rear camera with AI portrait| 5 MP front cameraDisplay: 16.58 centimeters (6.53-inch) HD+ display with 720x1600 pixels and 20:9 aspect ratioBattery: 5000 mAH large battery with 10W wired charger in-boxMemory, Storage & SIM: 4GB RAM | 64GB storage | Dual SIM (nano+nano) + Dedicated SD card slot"
77,"realme narzo 50i (Carbon Black, 4GB RAM+64GB Storage) - with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/71djAn3nxoL._AC_UY218_.jpg,8999,https://www.amazon.in/dp/B09FKB3446,B09FKB3446,2.6/5,"₹9,999",realme,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display8MP Primary Camera | 5MP Front Camera5000 mAh BatteryOcta-core Processor,1k-10k,4.0,64,2.6/5 1k-10k realme 4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display8MP Primary Camera | 5MP Front Camera5000 mAh BatteryOcta-core Processor
78,"I KALL Z5 Smartphone (5.5 Inch, 3GB, 16GB) (Pink)",https://m.media-amazon.com/images/I/512vw5cXH+L._AC_UY218_.jpg,4995,https://www.amazon.in/dp/B09G9YVMN9,B09G9YVMN9,5.0/5,"₹5,999",IKALL,"8MP Rear Camera | 5MP Front Camera | Made in India, This phone has single rear camera and single front camera13.97 cm (5.5 inch) Display | multi-touch capacitive touch screen with 480x960 pixel resolution3GB ram, 16GB storage | Expandable Memory 64GB | Dual Sim | 4G VolteAndroid 10.0 with 1.3 Ghz Quad Core1 Year warranty for mobile and 6 Months for box accessories",1k-10k,3.0,16,"5.0/5 1k-10k IKALL 8MP Rear Camera | 5MP Front Camera | Made in India, This phone has single rear camera and single front camera13.97 cm (5.5 inch) Display | multi-touch capacitive touch screen with 480x960 pixel resolution3GB ram, 16GB storage | Expandable Memory 64GB | Dual Sim | 4G VolteAndroid 10.0 with 1.3 Ghz Quad Core1 Year warranty for mobile and 6 Months for box accessories"
79,Redmi 9A(Midnight Black 3GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,https://m.media-amazon.com/images/I/71sxlhYhKWL._AC_UY218_.jpg,7999,https://www.amazon.in/dp/B08697KLZP,B08697KLZP,4.2/5,,Redmi,"13MP rear camera with AI portrait, AI scene recognition, HDR, pro mode | 5MP front camera16.58 centimeters (6.53 inch) HD+ multi-touch capacitive touchscreen with 1600 x 720 pixels resolution, 268 ppi pixel density and 20:9 aspect ratioMemory, Storage & SIM: 3GB RAM, 32GB internal memory expandable up to 512GB | Dual SIM (nano+nano) + Dedicated SD card slotAndroid v10 operating system with upto 2.0GHz clock speed Mediatek Helio G25 octa core processor5000mAH lithium-polymer large battery with 10W wired charger in-box1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, USB cable, sim eject tool, warranty card and user guide",1k-10k,3.0,32,"4.2/5 1k-10k Redmi 13MP rear camera with AI portrait, AI scene recognition, HDR, pro mode | 5MP front camera16.58 centimeters (6.53 inch) HD+ multi-touch capacitive touchscreen with 1600 x 720 pixels resolution, 268 ppi pixel density and 20:9 aspect ratioMemory, Storage & SIM: 3GB RAM, 32GB internal memory expandable up to 512GB | Dual SIM (nano+nano) + Dedicated SD card slotAndroid v10 operating system with upto 2.0GHz clock speed Mediatek Helio G25 octa core processor5000mAH lithium-polymer large battery with 10W wired charger in-box1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, USB cable, sim eject tool, warranty card and user guide"
80,"Samsung Galaxy M32 (Black, 6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",https://m.media-amazon.com/images/I/71Q3iSQAwAS._AC_UY218_.jpg,14999,https://www.amazon.in/dp/B096VD6RQG,B096VD6RQG,4.2/5,"₹18,999",Samsung,"Segment Best 16.21 centimeters (6.4-inch) Super AMOLED - Infinity U-cut display, FHD+ resolution with 90Hz Refresh rate, 800 Nits High Brightness Mode, protected by Gorilla Glass 5Versatile 64MP+8MP+2MP+2MP Quad camera setup-64MP (F 1.8) main camera + 8MP (F2.2) Ultra wide camera+ 2MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 20MP (F2.2) front cameraMonster 6000 mAh Battery| Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + SIM 2 + MicroSDAndroid v11.0, One UI 3.1 operating system with MediaTek | Helio G80 Octa Core Processor 2GHz,1.8GHz6000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",10k-20k,6.0,128,"4.2/5 10k-20k Samsung Segment Best 16.21 centimeters (6.4-inch) Super AMOLED - Infinity U-cut display, FHD+ resolution with 90Hz Refresh rate, 800 Nits High Brightness Mode, protected by Gorilla Glass 5Versatile 64MP+8MP+2MP+2MP Quad camera setup-64MP (F 1.8) main camera + 8MP (F2.2) Ultra wide camera+ 2MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 20MP (F2.2) front cameraMonster 6000 mAh Battery| Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + SIM 2 + MicroSDAndroid v11.0, One UI 3.1 operating system with MediaTek | Helio G80 Octa Core Processor 2GHz,1.8GHz6000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
81,"Vivo Y20G 2021 (Purist Blue, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/51fiZ7il7hS._AC_UY218_.jpg,13990,https://www.amazon.in/dp/B08ZMTLY8G,B08ZMTLY8G,4.2/5,"₹16,990",Vivo,"13MP+2MP+2MP Rear Camera | 8MP Selfie Camera16.55cm (6.51"") HD+ Display with 1600 x 720 pixels resolution.Memory & SIM: 4GB RAM | 64GB internal memory | Dual SIM (nano+nano) dual-standby (4G).Funtouch OS 11 operating system (based on Android 11( with MTK P35 Octa core processor.18W fast charging with 5000mAh battery (Type-C).",10k-20k,4.0,64,"4.2/5 10k-20k Vivo 13MP+2MP+2MP Rear Camera | 8MP Selfie Camera16.55cm (6.51"") HD+ Display with 1600 x 720 pixels resolution.Memory & SIM: 4GB RAM | 64GB internal memory | Dual SIM (nano+nano) dual-standby (4G).Funtouch OS 11 operating system (based on Android 11( with MTK P35 Octa core processor.18W fast charging with 5000mAh battery (Type-C)."
82,"Tecno Spark Go 2021 (Maldives Blue, 2GB RAM, 32GB Storage) | 5000mAh| 6.52"" Display Smartphone",https://m.media-amazon.com/images/I/81bFh4o+crS._AC_UY218_.jpg,7299,https://www.amazon.in/dp/B097T59Q4S,B097T59Q4S,4.2/5,"₹8,999",Tecno,5000mAh big battery with 36 days standby6.52” HD+ Dot notch handy display13MP AI dual rear camera8MP selfie camera with microslit front flashFast Fingerprint Sensor,1k-10k,2.0,32,4.2/5 1k-10k Tecno 5000mAh big battery with 36 days standby6.52” HD+ Dot notch handy display13MP AI dual rear camera8MP selfie camera with microslit front flashFast Fingerprint Sensor
83,Jio Phone Black,https://m.media-amazon.com/images/I/51qfee2-1rL._AC_UY218_.jpg,1949,https://www.amazon.in/dp/B0993Y8PB4,B0993Y8PB4,3.3/5,"₹2,099",Jio,6.09 cm 8MP 512MB RAM 4GB Storage iOS7,1k-10k,0.0,0,3.3/5 1k-10k Jio 6.09 cm 8MP 512MB RAM 4GB Storage iOS7
84,"Samsung Galaxy M21 2021 Edition (Arctic Blue, 6GB RAM, 128GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GLBHINS)",https://m.media-amazon.com/images/I/811lrGbXwIL._AC_UY218_.jpg,13999,https://www.amazon.in/dp/B098NHMPJJ,B098NHMPJJ,4.2/5,"₹16,499",Samsung,"16.21 centimeters (6.4-inch) Super AMOLED - Infinity U-cut display, FHD+ resolution with 60Hz Refresh rate, protected by Gorilla Glass 348MP+8MP+5MP Triple camera setup-48MP (F 2.0) main camera + 8MP (F2.2) Ultra wide camera + 5MP (F2.2) depth camera | 20MP (F2.2) front cameraMonster 6000 mAh Battery| Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 512GB| SIM 1 + SIM 2 + MicroSDAndroid v11.0, One UI 3.1 Core operating system with Exynos 9611 Octa Core Processor 2.3GHz,1.7GHz6000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",10k-20k,6.0,128,"4.2/5 10k-20k Samsung 16.21 centimeters (6.4-inch) Super AMOLED - Infinity U-cut display, FHD+ resolution with 60Hz Refresh rate, protected by Gorilla Glass 348MP+8MP+5MP Triple camera setup-48MP (F 2.0) main camera + 8MP (F2.2) Ultra wide camera + 5MP (F2.2) depth camera | 20MP (F2.2) front cameraMonster 6000 mAh Battery| Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 512GB| SIM 1 + SIM 2 + MicroSDAndroid v11.0, One UI 3.1 Core operating system with Exynos 9611 Octa Core Processor 2.3GHz,1.7GHz6000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
85,"Tecno Spark 8 (Atlantic Blue, 2 GB RAM, 64GB Storage) | 16MP Dual AI Camera | New Metal Coding Design| 5000mAh | 8MP Selfie Camera with Dual Flashlight, 6.52"" HD+ Display (Spark 8 (2/64GB))",https://m.media-amazon.com/images/I/819Erp6DucL._AC_UY218_.jpg,7999,https://www.amazon.in/dp/B09F9HLM79,B09F9HLM79,4.1/5,"₹9,999",Tecno,"64GB bigger storage | eMMC 5.1 storage type | 256GB expandable with triple SIM slot16MP AI Dual Rear Camera, Quad Flashlight, F1.8 Large Aperture | 8MP Front Camera with Dual Front FlashNew Metal Coding Design | Visually Thin frame | NCVM process for beautiful color pattern5000mAh powerful battery, 47 days standby | 6.52"" HD+ display, 480nits brightness, 120Hz touch response rateFingerprint sensor | Face Unlock | Sound enhancements by DTS",1k-10k,0.0,64,"4.1/5 1k-10k Tecno 64GB bigger storage | eMMC 5.1 storage type | 256GB expandable with triple SIM slot16MP AI Dual Rear Camera, Quad Flashlight, F1.8 Large Aperture | 8MP Front Camera with Dual Front FlashNew Metal Coding Design | Visually Thin frame | NCVM process for beautiful color pattern5000mAh powerful battery, 47 days standby | 6.52"" HD+ display, 480nits brightness, 120Hz touch response rateFingerprint sensor | Face Unlock | Sound enhancements by DTS"
86,Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,https://m.media-amazon.com/images/I/71sxlhYhKWL._AC_UY218_.jpg,7999,https://www.amazon.in/dp/B086973W9M,B086973W9M,4.2/5,,Redmi,"13MP rear camera with AI portrait, AI scene recognition, HDR, pro mode | 5MP front camera16.58 centimeters (6.53 inch) HD+ multi-touch capacitive touchscreen with 1600 x 720 pixels resolution, 268 ppi pixel density and 20:9 aspect ratioMemory, Storage & SIM: 3GB RAM, 32GB internal memory expandable up to 512GB | Dual SIM (nano+nano) + Dedicated SD card slotAndroid v10 operating system with upto 2.0GHz clock speed Mediatek Helio G25 octa core processor5000mAH lithium-polymer large battery with 10W wired charger in-box1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, USB cable, sim eject tool, warranty card and user guide",1k-10k,3.0,32,"4.2/5 1k-10k Redmi 13MP rear camera with AI portrait, AI scene recognition, HDR, pro mode | 5MP front camera16.58 centimeters (6.53 inch) HD+ multi-touch capacitive touchscreen with 1600 x 720 pixels resolution, 268 ppi pixel density and 20:9 aspect ratioMemory, Storage & SIM: 3GB RAM, 32GB internal memory expandable up to 512GB | Dual SIM (nano+nano) + Dedicated SD card slotAndroid v10 operating system with upto 2.0GHz clock speed Mediatek Helio G25 octa core processor5000mAH lithium-polymer large battery with 10W wired charger in-box1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, USB cable, sim eject tool, warranty card and user guide"
87,"Lava BeU Rose Pink, 2GB RAM, 32GB Storage",https://m.media-amazon.com/images/I/81DCcsF+nZL._AC_UY218_.jpg,6388,https://www.amazon.in/dp/B08R79M3KN,B08R79M3KN,3.8/5,"₹7,777",Lava,Dual Rear Camera (13MP + 2MP) | 8MP Front Camera | 2GB RAM | 32GB Storage | 4060  mAH Battery | Android,1k-10k,2.0,32,3.8/5 1k-10k Lava Dual Rear Camera (13MP + 2MP) | 8MP Front Camera | 2GB RAM | 32GB Storage | 4060  mAH Battery | Android
88,"Samsung Galaxy M51 (Electric Blue, 6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",https://m.media-amazon.com/images/I/710weRkP-nL._AC_UY218_.jpg,19999,https://www.amazon.in/dp/B085J1J32G,B085J1J32G,4.4/5,"₹28,999",Samsung,"Quad camera setup - 64MP (F1.8) main camera + 12MP (F2.2) ultra wide camera + 5MP (F2.4) depth camera + 5MP (F2.4) macro camera and 32MP (F2.2) front camera16.95 cm (6.7-inch) sAMOLED Plus - Infinity-O display, FHD+ capacitive touchscreen with 1080 x 2400 pixels resolution, Contrast Ratio: 78960:1Memory, Storage & SIM: 6GB RAM, 128GB internal memory expandable up to 512GB | Dedicated Memory slotAndroid v10.0 operating system with 2.2GHz+1.8GHz Qualcomm | SD730G octa core processor7000mAH lithium-ion battery | 25W USB Type-C to C fast charger in the boxFast face unlock and Side Fingerprint sensor | Dual SIM (nano+nano) with dual standby and dual VoLTE | 3.5 mm headphone jack1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Travel adapter, USB Type-C to C, ejection pin and user manualFor any product related queries contact_us on: [1800407267864]",10k-20k,6.0,128,"4.4/5 10k-20k Samsung Quad camera setup - 64MP (F1.8) main camera + 12MP (F2.2) ultra wide camera + 5MP (F2.4) depth camera + 5MP (F2.4) macro camera and 32MP (F2.2) front camera16.95 cm (6.7-inch) sAMOLED Plus - Infinity-O display, FHD+ capacitive touchscreen with 1080 x 2400 pixels resolution, Contrast Ratio: 78960:1Memory, Storage & SIM: 6GB RAM, 128GB internal memory expandable up to 512GB | Dedicated Memory slotAndroid v10.0 operating system with 2.2GHz+1.8GHz Qualcomm | SD730G octa core processor7000mAH lithium-ion battery | 25W USB Type-C to C fast charger in the boxFast face unlock and Side Fingerprint sensor | Dual SIM (nano+nano) with dual standby and dual VoLTE | 3.5 mm headphone jack1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Travel adapter, USB Type-C to C, ejection pin and user manualFor any product related queries contact_us on: [1800407267864]"
89,"Vivo Y12s (Glacier Blue, 3GB, 32GB ) with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/71MeL149KBL._AC_UY218_.jpg,10990,https://www.amazon.in/dp/B08LRCM9L9,B08LRCM9L9,4.2/5,"₹13,990",Vivo,"13MP+2MP rear camera | 8MP front camera16.55 centimeters (6.51 inch) HD+ display with 1600*720 pixels resolutionMemory, Storage & SIM: 3GB RAM | 32GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (4G+4G)Funtouch OS 11 based on Android v11 operating system with Qualcomm Snapdragon 439 octa core processor5000mAH lithium-ion battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Documentation, USB cable, USB power adapter, sim ejector pin, protective case, protective film (1 applied)",10k-20k,3.0,32,"4.2/5 10k-20k Vivo 13MP+2MP rear camera | 8MP front camera16.55 centimeters (6.51 inch) HD+ display with 1600*720 pixels resolutionMemory, Storage & SIM: 3GB RAM | 32GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (4G+4G)Funtouch OS 11 based on Android v11 operating system with Qualcomm Snapdragon 439 octa core processor5000mAH lithium-ion battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Documentation, USB cable, USB power adapter, sim ejector pin, protective case, protective film (1 applied)"
90,"OnePlus Nord CE 5G (Charcoal Ink, 8GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/71LRBr1aLNS._AC_UY218_.jpg,24999,https://www.amazon.in/dp/B09576CYNP,B09576CYNP,4.1/5,,OnePlus,"64MP+8MP+2MP triple rear camera with 1080p video at 30/60 fps, 4k 30 fps | 16MP front camera with 1080p video at 30/60 fps.6.43-inch, 90Hz fluid AMOLED display with 2400 x 1080 pixels resolution | 410ppiMemory, Storage & SIM: 8GB RAM | 128GB internal memory on UFS 2.1 storage system.Dual SIM (nano + nano) | OnePlus Nord CE currently supports dual 4G SIM Cards or a single 5G SIM + 4G SIM.Chipset: Qualcomm Snapdragon 750G 5G mobile platform with an octa-core processor, Kryo 570 CPU (20% improvement from predecessor), and an Adreno 619 GPU (10% improved graphics performance from predecessor).Alexa Hands-Free capable: Download the Alexa app to use Alexa hands-free. Play music, make calls, hear news, open apps, navigate and more, all using just your voice, while on-the-go.",20k-30k,8.0,128,"4.1/5 20k-30k OnePlus 64MP+8MP+2MP triple rear camera with 1080p video at 30/60 fps, 4k 30 fps | 16MP front camera with 1080p video at 30/60 fps.6.43-inch, 90Hz fluid AMOLED display with 2400 x 1080 pixels resolution | 410ppiMemory, Storage & SIM: 8GB RAM | 128GB internal memory on UFS 2.1 storage system.Dual SIM (nano + nano) | OnePlus Nord CE currently supports dual 4G SIM Cards or a single 5G SIM + 4G SIM.Chipset: Qualcomm Snapdragon 750G 5G mobile platform with an octa-core processor, Kryo 570 CPU (20% improvement from predecessor), and an Adreno 619 GPU (10% improved graphics performance from predecessor).Alexa Hands-Free capable: Download the Alexa app to use Alexa hands-free. Play music, make calls, hear news, open apps, navigate and more, all using just your voice, while on-the-go."
91,"Redmi 9 Power (Fiery Red, 4GB RAM, 64GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Alexa Hands-Free Capable",https://m.media-amazon.com/images/I/71hEzQGO5qL._AC_UY218_.jpg,10999,https://www.amazon.in/dp/B089MSG569,B089MSG569,4.2/5,"₹13,999",Redmi,"48MP quad rear camera, ultra-wide, macro mode, portrait, ai scene recognition, night mode, hdr, pro mode | 8MP front camera16.58 centimeters (6.53 inch) FHD+ multi-touch capacitive touchscreen with 2340 x 1080 pixels resolution, 394 ppi pixel density and 19.5:9 aspect ratioMemory, Storage & SIM: 4GB RAM | 64GB internal memory expandable up to 512GB | Dual SIM + Dedicated SD card slotAndroid v10 operating system with upto 2.0GHz clock speed Qualcomm Snapdragon 662 octa core processor6000mAH large lithium-polymer battery 18W charging support1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, usb cable, SIM eject tool, warranty card, user guide and clear soft caseAlexa Hands-Free capable: Download the Alexa app to use Alexa hands-free. Play music, make calls, hear news, open apps, navigate, and more, all using just your voice, while on-the-go.",10k-20k,4.0,64,"4.2/5 10k-20k Redmi 48MP quad rear camera, ultra-wide, macro mode, portrait, ai scene recognition, night mode, hdr, pro mode | 8MP front camera16.58 centimeters (6.53 inch) FHD+ multi-touch capacitive touchscreen with 2340 x 1080 pixels resolution, 394 ppi pixel density and 19.5:9 aspect ratioMemory, Storage & SIM: 4GB RAM | 64GB internal memory expandable up to 512GB | Dual SIM + Dedicated SD card slotAndroid v10 operating system with upto 2.0GHz clock speed Qualcomm Snapdragon 662 octa core processor6000mAH large lithium-polymer battery 18W charging support1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, usb cable, SIM eject tool, warranty card, user guide and clear soft caseAlexa Hands-Free capable: Download the Alexa app to use Alexa hands-free. Play music, make calls, hear news, open apps, navigate, and more, all using just your voice, while on-the-go."
92,"itel A23 Pro Jio (Lake Blue, 1GB RAM, 8 GB Storage, 5'' Bright Display) (L5006C)",https://m.media-amazon.com/images/I/81-dPr1Dz7L._AC_UY218_.jpg,3875,https://www.amazon.in/dp/B08T7G9HFM,B08T7G9HFM,3.2/5,"₹4,999",itel,5 inch Bright Display1GB RAM with 8GB ROMSmart Face Unlock2400mAh Battery with Smart Power modeOne Sim is Jio locked,1k-10k,1.0,8,3.2/5 1k-10k itel 5 inch Bright Display1GB RAM with 8GB ROMSmart Face Unlock2400mAh Battery with Smart Power modeOne Sim is Jio locked
